"Staff_ID","Staff_FName","Staff_LName","Dept","Country","Email","Role"
150096,"Ethan","Tan","Engineering","Singapore","Ethan.Tan@allinone.com.sg",2
150115,"Jaclyn","Lee","Engineering","Singapore","Jaclyn.Lee@allinone.com.sg",2
150118,"William","Teo","Engineering","Singapore","William.Teo@allinone.com.sg",2
150125,"Mary","Teo","Engineering","Singapore","Mary.Teo@allinone.com.sg",2
150126,"Oliva","Lim","Engineering","Singapore","Oliva.Lim@allinone.com.sg",2
150138,"Daniel","Fu","Engineering","Singapore","Daniel.Fu@allinone.com.sg",2
150142,"James","Lee","Engineering","Singapore","James.Lee@allinone.com.sg",2
150143,"John","Lim","Engineering","Singapore","John.Lim@allinone.com.sg",3
150148,"Jack","Heng","Engineering","Singapore","Jack.Heng@allinone.com.sg",2
150155,"Derek","Wong","Engineering","Singapore","Derek.Wong@allinone.com.sg",2
150162,"Jacob","Tong","Engineering","Singapore","Jacob.Tong@allinone.com.sg",2
150163,"Logan","Loh","Engineering","Singapore","Logan.Loh@allinone.com.sg",2
150165,"Oliver","Tan","Engineering","Singapore","Oliver.Tan@allinone.com.sg",2
150166,"William","Fu","Engineering","Singapore","William.Fu@allinone.com.sg",2
150168,"Jackson","Tan","Engineering","Singapore","Jackson.Tan@allinone.com.sg",2
150175,"Aiden","Tan","Engineering","Singapore","Aiden.Tan@allinone.com.sg",2
150192,"Emma","Heng","Engineering","Singapore","Emma.Heng@allinone.com.sg",2
150193,"Charlotte","Wong","Engineering","Singapore","Charlotte.Wong@allinone.com.sg",2
150198,"Amelia","Ong","Engineering","Singapore","Amelia.Ong@allinone.com.sg",2
150205,"Eva","Yong","Engineering","Singapore","Eva.Yong@allinone.com.sg",2
150208,"James","Tong","Engineering","Singapore","James.Tong@allinone.com.sg",2
150215,"Michael","Lee","Engineering","Singapore","Michael.Lee@allinone.com.sg",2
150216,"Ethan","Lim","Engineering","Singapore","Ethan.Lim@allinone.com.sg",2
150232,"John","Loh","Engineering","Singapore","John.Loh@allinone.com.sg",2
150233,"Jack","Tan","Engineering","Singapore","Jack.Tan@allinone.com.sg",2
150238,"Derek","Tan","Engineering","Singapore","Derek.Tan@allinone.com.sg",2
150245,"Benjamin","Tan","Engineering","Singapore","Benjamin.Tan@allinone.com.sg",3
150258,"Daniel","Heng","Engineering","Singapore","Daniel.Heng@allinone.com.sg",2
150265,"Jaclyn","Tong","Engineering","Singapore","Jaclyn.Tong@allinone.com.sg",2
150275,"Mary","Fu","Engineering","Singapore","Mary.Fu@allinone.com.sg",2
150276,"Oliva","Loh","Engineering","Singapore","Oliva.Loh@allinone.com.sg",2
150282,"Jacob","Wong","Engineering","Singapore","Jacob.Wong@allinone.com.sg",2
150283,"Logan","Ong","Engineering","Singapore","Logan.Ong@allinone.com.sg",2
150288,"Jackson","Yong","Engineering","Singapore","Jackson.Yong@allinone.com.sg",2
150295,"Aiden","Toh","Engineering","Singapore","Aiden.Toh@allinone.com.sg",2
150318,"Emma","Tan","Engineering","Singapore","Emma.Tan@allinone.com.sg",2
150342,"Charlotte","Tan","Engineering","Singapore","Charlotte.Tan@allinone.com.sg",2
150343,"Amelia","Tan","Engineering","Singapore","Amelia.Tan@allinone.com.sg",2
150345,"William","Heng","Engineering","Singapore","William.Heng@allinone.com.sg",3
150348,"Eva","Goh","Engineering","Singapore","Eva.Goh@allinone.com.sg",2
150355,"Sophia","Chan","Engineering","Singapore","Sophia.Chan@allinone.com.sg",2
150356,"James","Wong","Engineering","Singapore","James.Wong@allinone.com.sg",2
150398,"John","Ong","Engineering","Singapore","John.Ong@allinone.com.sg",2
150422,"Jack","Yong","Engineering","Singapore","Jack.Yong@allinone.com.sg",2
150423,"Derek","Toh","Engineering","Singapore","Derek.Toh@allinone.com.sg",2
150428,"Benjamin","The","Engineering","Singapore","Benjamin.The@allinone.com.sg",2
150435,"Lucas","Ng","Engineering","Singapore","Lucas.Ng@allinone.com.sg",2
150445,"Ethan","Loh","Engineering","Singapore","Ethan.Loh@allinone.com.sg",2
150446,"Daniel","Tan","Engineering","Singapore","Daniel.Tan@allinone.com.sg",2
150488,"Jacob","Tan","Engineering","Singapore","Jacob.Tan@allinone.com.sg",2
150512,"Logan","Tan","Engineering","Singapore","Logan.Tan@allinone.com.sg",2
150513,"Jackson","Goh","Engineering","Singapore","Jackson.Goh@allinone.com.sg",2
150518,"Aiden","Chan","Engineering","Singapore","Aiden.Chan@allinone.com.sg",2
150525,"Samuel","Teo","Engineering","Singapore","Samuel.Teo@allinone.com.sg",2
150555,"Jaclyn","Wong","Engineering","Singapore","Jaclyn.Wong@allinone.com.sg",3
150565,"Benjamin","Ong","Engineering","Singapore","Benjamin.Ong@allinone.com.sg",2
150566,"Oliva","Ong","Engineering","Singapore","Oliva.Ong@allinone.com.sg",2
150585,"Samuel","Tan","Engineering","Singapore","Samuel.Tan@allinone.com.sg",2
150608,"Emma","Yong","Engineering","Singapore","Emma.Yong@allinone.com.sg",2
150615,"Sophia","Toh","Engineering","Singapore","Sophia.Toh@allinone.com.sg",2
150632,"Charlotte","Toh","Engineering","Singapore","Charlotte.Toh@allinone.com.sg",2
150633,"Amelia","The","Engineering","Singapore","Amelia.The@allinone.com.sg",2
150638,"Eva","Ng","Engineering","Singapore","Eva.Ng@allinone.com.sg",2
150645,"Sophia","Tan","Engineering","Singapore","Sophia.Tan@allinone.com.sg",2
150655,"Lucas","Goh","Engineering","Singapore","Lucas.Goh@allinone.com.sg",2
150695,"William","Tan","Engineering","Singapore","William.Tan@allinone.com.sg",2
150705,"Samuel","The","Engineering","Singapore","Samuel.The@allinone.com.sg",2
150765,"Liam","Teo","Engineering","Singapore","Liam.Teo@allinone.com.sg",2
150776,"Lucas","Yong","Engineering","Singapore","Lucas.Yong@allinone.com.sg",2
150796,"Susan","Goh","Engineering","Singapore","Susan.Goh@allinone.com.sg",2
150826,"Liam","The","Engineering","Singapore","Liam.The@allinone.com.sg",2
150845,"Henry","Tan","Engineering","Singapore","Henry.Tan@allinone.com.sg",2
150866,"Henry","Chan","Engineering","Singapore","Henry.Chan@allinone.com.sg",3
150916,"Susan","Ng","Engineering","Singapore","Susan.Ng@allinone.com.sg",2
150918,"Henry","Toh","Engineering","Singapore","Henry.Toh@allinone.com.sg",2
150935,"Susan","Lee","Engineering","Singapore","Susan.Lee@allinone.com.sg",2
150938,"Janice","Chan","Engineering","Singapore","Janice.Chan@allinone.com.sg",2
150968,"Noah","Ng","Engineering","Singapore","Noah.Ng@allinone.com.sg",2
150976,"Noah","Lee","Engineering","Singapore","Noah.Lee@allinone.com.sg",2
151008,"Alexander","Teo","Engineering","Singapore","Alexander.Teo@allinone.com.sg",2
151055,"Liam","Fu","Engineering","Singapore","Liam.Fu@allinone.com.sg",2
151056,"Alexander","Fu","Engineering","Singapore","Alexander.Fu@allinone.com.sg",2
151058,"Janice","Tan","Engineering","Singapore","Janice.Tan@allinone.com.sg",2
151118,"Oliver","Lim","Engineering","Singapore","Oliver.Lim@allinone.com.sg",2
151146,"Janice","Lim","Engineering","Singapore","Janice.Lim@allinone.com.sg",2
151198,"Michael","Tong","Engineering","Singapore","Michael.Tong@allinone.com.sg",2
151266,"Noah","Tong","Engineering","Singapore","Noah.Tong@allinone.com.sg",2
151288,"Mary","Heng","Engineering","Singapore","Mary.Heng@allinone.com.sg",2
151407,"Oliver","Loh","Engineering","Singapore","Oliver.Loh@allinone.com.sg",2
151408,"Philip","Lee","Engineering","Singapore","Philip.Lee@allinone.com.sg",3
151410,"Phuong","Dinh","Engineering","Singapore","Phuong.Dinh@allinone.com.sg",3
151411,"Bao","Nguyen","Engineering","Singapore","Bao.Nguyen@allinone.com.sg",2
151412,"Wati","Halim","Engineering","Singapore","Wati.Halim@allinone.com.sg",2
151413,"Seng","Soeun","Engineering","Singapore","Seng.Soeun@allinone.com.sg",2
151414,"Yun","Lee","Engineering","Indonesia ","Yun.Lee@allinone.com.id",2
151415,"Aung","Tun","Engineering","Singapore","Aung.Tun@allinone.com.sg",2
151416,"Vannak","Chen","Engineering","Malaysia","Vannak.Chen@allinone.com.my",2
151417,"Pich","Sun","Engineering","Singapore","Pich.Sun@allinone.com.sg",2
151418,"Chandara","Khun","Engineering","Vietnam","Chandara.Khun@allinone.com.vn",2
151419,"Heng","Heng","Engineering","Singapore","Heng.Heng@allinone.com.sg",2
151420,"Siti","Ismail","Engineering","Singapore","Siti.Ismail@allinone.com.sg",2
151425,"Thuy","Phan","Engineering","Hong Kong","Thuy.Phan@allinone.com.hk",2
151426,"Trung","Trinh","Engineering","Singapore","Trung.Trinh@allinone.com.sg",2
151427,"Rahul","Sharma","Engineering","Singapore","Rahul.Sharma@allinone.com.sg",2
151428,"Champa","Thao","Engineering","Singapore","Champa.Thao@allinone.com.sg",2
151430,"Rithy","Chheng","Engineering","Singapore","Rithy.Chheng@allinone.com.sg",2
151431,"Mani","Raj","Engineering","Singapore","Mani.Raj@allinone.com.sg",2
151432,"Sokunthea","Phan","Engineering","Singapore","Sokunthea.Phan@allinone.com.sg",2
151433,"Mani","Devi","Engineering","Indonesia ","Mani.Devi@allinone.com.id",2
151435,"Somnang","Suon","Engineering","Singapore","Somnang.Suon@allinone.com.sg",2
151436,"Samsul","Rahman","Engineering","Malaysia","Samsul.Rahman@allinone.com.my",2
151438,"Rath","Phan","Engineering","Singapore","Rath.Phan@allinone.com.sg",2
151439,"Ji","Han","Engineering","Vietnam","Ji.Han@allinone.com.vn",3
151440,"Sok","Pich","Engineering","Singapore","Sok.Pich@allinone.com.sg",2
151441,"Minh","Hoang","Engineering","Singapore","Minh.Hoang@allinone.com.sg",3
151443,"Anil","Kumar","Engineering","Hong Kong","Anil.Kumar@allinone.com.hk",3
151444,"Chinh","Le","Engineering","Singapore","Chinh.Le@allinone.com.sg",2
151446,"Seng","Seng","Engineering","Singapore","Seng.Seng@allinone.com.sg",2
151447,"Nanda","Kesavan","Engineering","Singapore","Nanda.Kesavan@allinone.com.sg",2
151448,"Amirah","Ahmad","Engineering","Singapore","Amirah.Ahmad@allinone.com.sg",2
151450,"Sokly","Sok","Engineering","Singapore","Sokly.Sok@allinone.com.sg",2
151451,"Trung","Pham","Engineering","Singapore","Trung.Pham@allinone.com.sg",2
151452,"Rithya","Suon","Engineering","Indonesia ","Rithya.Suon@allinone.com.id",3
151456,"Phuc","Vo","Engineering","Singapore","Phuc.Vo@allinone.com.sg",2
151457,"Chandra","Pandey","Engineering","Malaysia","Chandra.Pandey@allinone.com.my",3
151458,"Manoj","Singh","Engineering","Singapore","Manoj.Singh@allinone.com.sg",2
151459,"Phalla","Yong","Engineering","Vietnam","Phalla.Yong@allinone.com.vn",2
151464,"Chhaya","Sou","Engineering","Singapore","Chhaya.Sou@allinone.com.sg",2
151465,"Soma","Lim","Engineering","Singapore","Soma.Lim@allinone.com.sg",2
151466,"Siv","Sun","Engineering","Hong Kong","Siv.Sun@allinone.com.hk",2
151467,"Vannak","Mao","Engineering","Singapore","Vannak.Mao@allinone.com.sg",2
151468,"Kumara","Seng","Engineering","Singapore","Kumara.Seng@allinone.com.sg",2
151469,"Sok","Heng","Engineering","Singapore","Sok.Heng@allinone.com.sg",2
151470,"Siti","Saad","Engineering","Singapore","Siti.Saad@allinone.com.sg",2
151471,"Chanh","Ly","Engineering","Singapore","Chanh.Ly@allinone.com.sg",3
151472,"Anh","Truong","Engineering","Singapore","Anh.Truong@allinone.com.sg",2
151476,"Hakim","Rahman","Engineering","Indonesia ","Hakim.Rahman@allinone.com.id",2
151477,"Priya","Kaur","Engineering","Singapore","Priya.Kaur@allinone.com.sg",2
151479,"Narong","Chen","Engineering","Malaysia","Narong.Chen@allinone.com.my",2
151480,"Rin","Sok","Engineering","Singapore","Rin.Sok@allinone.com.sg",2
151481,"Phuc","Lam","Engineering","Vietnam","Phuc.Lam@allinone.com.vn",2
151482,"Sok","Chin","Engineering","Singapore","Sok.Chin@allinone.com.sg",2
151483,"Chandara","Kong","Engineering","Singapore","Chandara.Kong@allinone.com.sg",2
151484,"Phanith","Sok","Engineering","Hong Kong","Phanith.Sok@allinone.com.hk",2
151485,"Heng","Sim","Engineering","Singapore","Heng.Sim@allinone.com.sg",2
151487,"Nanda","Devan","Engineering","Singapore","Nanda.Devan@allinone.com.sg",2
151488,"Pich","Phan","Engineering","Singapore","Pich.Phan@allinone.com.sg",2
151489,"Anil","Sarawat","Engineering","Singapore","Anil.Sarawat@allinone.com.sg",2
151491,"Nguyen","Tuan","Engineering","Singapore","Nguyen.Tuan@allinone.com.sg",2
151492,"Bao","Kim","Engineering","Singapore","Bao.Kim@allinone.com.sg",2
151493,"Boun","Sok","Engineering","Indonesia ","Boun.Sok@allinone.com.id",2
151494,"Soma","Khun","Engineering","Singapore","Soma.Khun@allinone.com.sg",2
151495,"Samsul","Saifullah","Engineering","Malaysia","Samsul.Saifullah@allinone.com.my",2
151496,"Rina","Li","Engineering","Singapore","Rina.Li@allinone.com.sg",2
151498,"Mani","Prasad","Engineering","Vietnam","Mani.Prasad@allinone.com.vn",2
151499,"Koh","Seng","Engineering","Singapore","Koh.Seng@allinone.com.sg",2
151500,"Arifin","Siregar","Engineering","Singapore","Arifin.Siregar@allinone.com.sg",2
151502,"Kumari","Devi","Engineering","Hong Kong","Kumari.Devi@allinone.com.hk",2
151503,"Narong","Khun","Engineering","Singapore","Narong.Khun@allinone.com.sg",2
151505,"Thi","Lam","Engineering","Singapore","Thi.Lam@allinone.com.sg",2
151506,"Vannak","Sok","Engineering","Singapore","Vannak.Sok@allinone.com.sg",2
151507,"Phuong","Nguyen","Engineering","Singapore","Phuong.Nguyen@allinone.com.sg",2
151508,"Srey","Makara","Engineering","Singapore","Srey.Makara@allinone.com.sg",2
151509,"Hlaing","Kyaw","Engineering","Singapore","Hlaing.Kyaw@allinone.com.sg",2
151510,"Anh","Ly","Engineering","Indonesia ","Anh.Ly@allinone.com.id",2
151512,"Chin","Heng","Engineering","Singapore","Chin.Heng@allinone.com.sg",2
151513,"Nara","Yong","Engineering","Malaysia","Nara.Yong@allinone.com.my",2
151514,"Somchai","Phan","Engineering","Singapore","Somchai.Phan@allinone.com.sg",2
151515,"Rath","Sim","Engineering","Vietnam","Rath.Sim@allinone.com.vn",2
151517,"Chinh","Tran","Engineering","Singapore","Chinh.Tran@allinone.com.sg",2
151518,"Yee","Liu","Engineering","Singapore","Yee.Liu@allinone.com.sg",2
151519,"Heng","Chhour","Engineering","Hong Kong","Heng.Chhour@allinone.com.hk",2
151520,"Sokunthea","Soy","Engineering","Singapore","Sokunthea.Soy@allinone.com.sg",2
151521,"Champa","Thach","Engineering","Singapore","Champa.Thach@allinone.com.sg",2
151523,"Rahim","Ramli","Engineering","Singapore","Rahim.Ramli@allinone.com.sg",2
151524,"Hakim","Hassan","Engineering","Singapore","Hakim.Hassan@allinone.com.sg",2
151525,"Trung","Le","Engineering","Singapore","Trung.Le@allinone.com.sg",2
151526,"Seng","Chhour","Engineering","Singapore","Seng.Chhour@allinone.com.sg",2
151527,"Narong","Mao","Engineering","Indonesia ","Narong.Mao@allinone.com.id",2
151528,"Phuc","Phung","Engineering","Singapore","Phuc.Phung@allinone.com.sg",2
151531,"Chandara","Sin","Engineering","Malaysia","Chandara.Sin@allinone.com.my",2
151533,"Soma","San","Engineering","Singapore","Soma.San@allinone.com.sg",2
151534,"Siv","Savuth","Engineering","Vietnam","Siv.Savuth@allinone.com.vn",2
151535,"Vannak","Soun","Engineering","Singapore","Vannak.Soun@allinone.com.sg",2
151536,"Kumara","Suon","Engineering","Singapore","Kumara.Suon@allinone.com.sg",2
151537,"Sok","Mao","Engineering","Hong Kong","Sok.Mao@allinone.com.hk",2
151539,"Siti","Yusof","Engineering","Singapore","Siti.Yusof@allinone.com.sg",2
151540,"Chanh","Sin","Engineering","Singapore","Chanh.Sin@allinone.com.sg",2
151541,"Anh","Tran","Engineering","Singapore","Anh.Tran@allinone.com.sg",2
151543,"Priya","Krishnan","Engineering","Singapore","Priya.Krishnan@allinone.com.sg",2
151544,"Nanda","Lal","Engineering","Singapore","Nanda.Lal@allinone.com.sg",2
151545,"Rithy","Khun","Engineering","Singapore","Rithy.Khun@allinone.com.sg",2
151546,"Mani","Choudhury","Engineering","Indonesia ","Mani.Choudhury@allinone.com.id",2
151547,"Koh","Loo","Engineering","Singapore","Koh.Loo@allinone.com.sg",2
151548,"Arifin","Bakar","Engineering","Malaysia","Arifin.Bakar@allinone.com.my",2
151549,"Kumari","Pillai","Engineering","Singapore","Kumari.Pillai@allinone.com.sg",2
151550,"Narong","Chua","Engineering","Vietnam","Narong.Chua@allinone.com.vn",2
151556,"Thi","Ling","Engineering","Singapore","Thi.Ling@allinone.com.sg",2
151558,"Vannak","Seng","Engineering","Singapore","Vannak.Seng@allinone.com.sg",2
151559,"Nara","Loo","Engineering","Hong Kong","Nara.Loo@allinone.com.hk",2
151560,"Somchai","Kong","Engineering","Singapore","Somchai.Kong@allinone.com.sg",2
151561,"Rath","Khun","Engineering","Singapore","Rath.Khun@allinone.com.sg",2
151562,"Chinh","Nguyen","Engineering","Singapore","Chinh.Nguyen@allinone.com.sg",2
151563,"Yee","Chong","Engineering","Singapore","Yee.Chong@allinone.com.sg",2
151564,"Heng","Phal","Engineering","Singapore","Heng.Phal@allinone.com.sg",2
151567,"Sokunthea","Seng","Engineering","Singapore","Sokunthea.Seng@allinone.com.sg",2
151568,"Champa","Pheap","Engineering","Indonesia ","Champa.Pheap@allinone.com.id",2
151570,"Rahim","Harun","Engineering","Singapore","Rahim.Harun@allinone.com.sg",2
151571,"Hakim","Sulaiman","Engineering","Malaysia","Hakim.Sulaiman@allinone.com.my",2
151573,"Trung","Nguyen","Engineering","Singapore","Trung.Nguyen@allinone.com.sg",2
151574,"Seng","Sao","Engineering","Vietnam","Seng.Sao@allinone.com.vn",2
151575,"Narong","Savoeun","Engineering","Singapore","Narong.Savoeun@allinone.com.sg",2
151576,"Phuc","Luong","Engineering","Singapore","Phuc.Luong@allinone.com.sg",2
151578,"Chandara","Tith","Engineering","Hong Kong","Chandara.Tith@allinone.com.hk",2
151579,"Soma","Voeun","Engineering","Singapore","Soma.Voeun@allinone.com.sg",2
151580,"Siv","Sothea","Engineering","Singapore","Siv.Sothea@allinone.com.sg",2
151581,"Vannak","Samnang","Engineering","Singapore","Vannak.Samnang@allinone.com.sg",2
151582,"Kumara","Sareth","Engineering","Singapore","Kumara.Sareth@allinone.com.sg",2
151583,"Sok","Kheng","Engineering","Singapore","Sok.Kheng@allinone.com.sg",2
151584,"Siti","Yusuf","Engineering","Singapore","Siti.Yusuf@allinone.com.sg",2
151585,"Chanh","Tith","Engineering","Indonesia ","Chanh.Tith@allinone.com.id",2
151589,"Anh","Van","Engineering","Singapore","Anh.Van@allinone.com.sg",2
151590,"Priya","Kumar","Engineering","Malaysia","Priya.Kumar@allinone.com.my",2
151591,"Nanda","Kesavan","Engineering","Singapore","Nanda.Kesavan@allinone.com.sg",2
151593,"Rithy","Sok","Engineering","Vietnam","Rithy.Sok@allinone.com.vn",2
151595,"Mani","Devi","Engineering","Singapore","Mani.Devi@allinone.com.sg",2
151596,"Koh","Seng","Engineering","Singapore","Koh.Seng@allinone.com.sg",2
151597,"Arifin","Saputra","Engineering","Hong Kong","Arifin.Saputra@allinone.com.hk",2
151598,"Kumari","Pillai","Engineering","Singapore","Kumari.Pillai@allinone.com.sg",2
151600,"Narong","Chua","Engineering","Singapore","Narong.Chua@allinone.com.sg",3
151601,"Thi","Ling","Engineering","Singapore","Thi.Ling@allinone.com.sg",2
151602,"Vannak","Seng","Engineering","Singapore","Vannak.Seng@allinone.com.sg",2
151603,"Phuong","Truong","Engineering","Singapore","Phuong.Truong@allinone.com.sg",2
151605,"Srey","Suon","Engineering","Singapore","Srey.Suon@allinone.com.sg",2
151606,"Hlaing","Myat","Engineering","Indonesia ","Hlaing.Myat@allinone.com.id",2
151607,"Anh","Vo","Engineering","Singapore","Anh.Vo@allinone.com.sg",2
151608,"Chin","Chen","Engineering","Malaysia","Chin.Chen@allinone.com.my",2
151609,"Nara","Loo","Engineering","Singapore","Nara.Loo@allinone.com.sg",2
151610,"Somchai","Kong","Engineering","Vietnam","Somchai.Kong@allinone.com.vn",2
151611,"Rath","Khun","Engineering","Singapore","Rath.Khun@allinone.com.sg",2
151612,"Chinh","Nguyen","Engineering","Singapore","Chinh.Nguyen@allinone.com.sg",2
151613,"Yee","Chong","Engineering","Hong Kong","Yee.Chong@allinone.com.hk",2
160008,"Sally","Loh","HR","Singapore","Sally.Loh@allinone.com.sg",4
160065,"John","Tan","HR","Singapore","John.Tan@allinone.com.sg",2
160075,"James","Tan","HR","Singapore","James.Tan@allinone.com.sg",3
160076,"Jack","Goh","HR","Singapore","Jack.Goh@allinone.com.sg",4
160118,"Derek","Chan","HR","Singapore","Derek.Chan@allinone.com.sg",4
160135,"Jaclyn","Ong","HR","Singapore","Jaclyn.Ong@allinone.com.sg",4
160142,"Benjamin","Teo","HR","Singapore","Benjamin.Teo@allinone.com.sg",4
160143,"Lucas","Lee","HR","Singapore","Lucas.Lee@allinone.com.sg",4
160145,"Mary","Wong","HR","Singapore","Mary.Wong@allinone.com.sg",2
160146,"Oliva","Yong","HR","Singapore","Oliva.Yong@allinone.com.sg",2
160148,"Henry","Lim","HR","Singapore","Henry.Lim@allinone.com.sg",2
160155,"Alexander","Heng","HR","Singapore","Alexander.Heng@allinone.com.sg",2
160188,"Emma","Toh","HR","Singapore","Emma.Toh@allinone.com.sg",2
160212,"Charlotte","The","HR","Singapore","Charlotte.The@allinone.com.sg",2
160213,"Amelia","Ng","HR","Singapore","Amelia.Ng@allinone.com.sg",2
